"CONTROL_SOBOLEVSKY_1" "CONTROL_SOBOLEVSKY_2" "CONTROL_SOBOLEVSKY_3" "KIREYEVSKY_1" "KIREYEVSKY_2" "KIREYEVSKY_3" "PESENNIKI_1" "PESENNIKI_2" "PESENNIKI_3" "RUSCORPORA_1" "RUSCORPORA_2" "RUSCORPORA_3" "RUSSKIE_PESNI_1" "RUSSKIE_PESNI_2" "RUSSKIE_PESNI_3" "SOBOLEVSKY_FULL_1" "SOBOLEVSKY_FULL_2" "SOBOLEVSKY_FULL_3"
"отецкий" 0 0 0 0 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0.02 0.01 0.01
"отеческий" 0 0.01 0.01 0 0 0 0.01 0.02 0.02 0.01 0 0 0 0 0 0 0 0
"отечество" 0 0 0 0 0 0 0 0 0 0.02 0 0.03 0.02 0 0.01 0 0 0
"пашня" 0.01 0 0 0 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0.01 0.03
"петербургский" 0 0 0.01 0.01 0 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0.01 0.01 0
"пивцо" 0.01 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0.02
"пила" 0.01 0.01 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0.01 0
"пистолет" 0 0 0 0 0.01 0 0.01 0.02 0.02 0 0.02 0 0 0 0 0 0 0
"питать" 0 0 0 0 0 0 0.01 0.01 0 0.02 0.02 0.02 0 0 0 0 0 0
"плот" 0.01 0 0.01 0 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0.03 0
"победный" 0 0 0.01 0.01 0 0 0.01 0.01 0.01 0 0.02 0 0 0 0.01 0 0 0
"повадиться" 0 0 0 0 0 0.01 0.02 0.02 0.02 0 0 0 0.01 0 0 0 0 0
"повертываться" 0.02 0.01 0.01 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01 0
"повести" 0 0 0 0.02 0.03 0.03 0 0 0 0 0 0 0 0 0 0 0 0
"повидаться" 0 0 0 0.01 0.01 0 0.01 0 0.01 0 0 0 0.01 0 0.02 0.01 0 0
"повод" 0.01 0 0 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0.02
"поджидать" 0 0 0.01 0 0 0 0 0 0 0.01 0 0 0.02 0.01 0.02 0 0.01 0
"подьячий" 0.01 0.03 0.01 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"позади" 0.01 0.02 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"позолоченый" 0 0 0 0 0 0 0.04 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01
"полет" 0 0 0 0 0 0 0 0.01 0.01 0.03 0.02 0 0 0 0 0 0 0.01
"полуденный" 0 0.01 0.02 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0 0.01
"полюбовница" 0 0 0 0.01 0 0.01 0.02 0 0.02 0 0 0 0 0 0 0 0 0.02
"попенять" 0.01 0.01 0.01 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.01
"портить" 0.03 0.02 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0 0.01
"поутру" 0 0 0 0 0.01 0.01 0.01 0 0 0 0.01 0 0.01 0.03 0 0 0 0
"походочка" 0 0.02 0.01 0 0.01 0 0 0.01 0 0 0 0 0 0.01 0 0.01 0.01 0
"почему" 0 0 0 0.02 0 0.02 0 0 0 0.01 0 0.01 0 0.01 0 0 0.01 0
"почерпать" 0.01 0.01 0 0 0.01 0.01 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0
"пригорюниваться" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.03 0.03 0 0 0
"приневоливать" 0.01 0.01 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01
"причет" 0.04 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"прогуливать" 0.01 0 0 0 0.02 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0
"проигрывать" 0 0 0 0 0 0.01 0 0 0 0 0.02 0.01 0 0 0 0.01 0.01 0.02
"променивать" 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0.02 0 0.01 0.01 0.01 0.01
"пронестись" 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.02 0.03 0 0 0
"простуживаться" 0 0.01 0.02 0 0.01 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0.01
"прохлаждаться" 0 0 0 0.02 0 0.01 0.01 0.01 0 0 0.01 0 0 0.01 0.01 0 0 0
"пряжка" 0 0 0 0 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0 0.01 0.01
"прямой" 0 0 0 0 0 0 0 0 0 0.02 0.04 0.01 0 0 0 0 0.01 0
"пташица" 0.01 0.02 0.01 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01
"пускаться" 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0.03 0.01 0 0 0
"пухов" 0.01 0.02 0.02 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0.01 0 0
"пытать" 0 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0.02 0
"радовать" 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.03 0.03 0 0 0
"разбой" 0 0 0 0.01 0.01 0.02 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01
"развеселый" 0.01 0.01 0.02 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.01
"разводить" 0.02 0.01 0.03 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.01 0
"разгонять" 0 0.01 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0 0.01 0.02 0 0 0
"разжигать" 0.03 0 0.03 0 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0 0
"распоясывать" 0.01 0.02 0.02 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"расходиться" 0 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0 0.01 0.02 0 0 0.02
"расчесывать" 0.01 0 0.01 0.01 0.01 0.02 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"ровнюшка" 0 0.02 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.02
"рожок" 0 0 0 0 0.01 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0.02 0
"ручеек" 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0.01 0.01 0.02 0.01 0 0 0
"сажать" 0 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0.02 0.02 0
"свадьба" 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0 0 0.01 0.02
"свистеть" 0 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0.01 0.01 0.01 0 0 0.01 0
"свободный" 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0.01 0 0.01 0 0 0
"свод" 0 0 0 0 0 0 0 0 0 0.02 0 0.04 0.01 0.01 0 0 0 0
"сгорать" 0 0 0 0.01 0 0 0.01 0.01 0 0.01 0 0.01 0.01 0 0.01 0 0 0.01
"сгубить" 0 0 0 0 0.01 0 0 0 0 0 0 0 0.02 0.03 0.02 0 0 0
"себе" 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0 0
"сейчас" 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0.02 0.01 0.02
"сенной" 0 0 0 0.01 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0.01 0.01 0.01
"сердиться" 0 0 0 0.01 0.02 0 0.01 0.01 0 0 0.01 0 0 0.01 0.01 0 0 0
"сечь" 0 0 0 0 0.01 0.02 0 0 0.01 0 0.01 0.01 0 0 0 0.02 0 0
"сизенький" 0 0 0 0 0.01 0.02 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01 0.01
"сизокрылый" 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0.01 0 0.01 0
"сильно" 0 0 0 0 0 0 0 0 0 0 0.04 0.02 0.01 0 0.01 0 0 0
"сиротинка" 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.02 0.03 0 0 0
"скакатить" 0 0 0 0 0 0 0.03 0.03 0.01 0 0 0 0 0 0 0 0.01 0
"скучный" 0 0 0 0 0.01 0.01 0 0 0 0.01 0.02 0.02 0.01 0 0 0 0 0
"славно" 0 0 0 0 0.01 0 0 0 0 0.01 0 0.02 0.01 0.01 0.02 0 0 0
"сливаться" 0 0 0 0 0 0 0 0 0 0.01 0 0.06 0 0 0.01 0 0 0
"слух" 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0.02 0 0.01 0 0.01 0 0 0
"соколиный" 0 0 0.01 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0.02 0 0 0.01
"соловеюшка" 0.01 0.02 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0
"сонный" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0.01 0.01 0 0 0 0
"сорока" 0 0 0 0.01 0 0.01 0.01 0.03 0.01 0.01 0 0 0 0 0 0 0 0
"сохнуть" 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0.02 0.01 0.01 0.01
"спасать" 0 0 0 0 0 0 0 0 0 0.05 0.03 0 0 0 0 0 0 0
"спина" 0 0 0 0.02 0 0 0.01 0 0 0.01 0 0 0 0 0 0.01 0.02 0.01
"стара" 0.02 0.01 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0.01
"стелить" 0 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0 0 0.02 0.01 0.02
"стлаться" 0.01 0.01 0 0.01 0.03 0.01 0 0 0 0 0 0 0 0 0 0 0 0.01
"стосковаться" 0.01 0 0 0 0 0.02 0.01 0.01 0.01 0 0 0 0 0 0 0 0.02 0
"строгий" 0 0 0 0 0 0 0 0 0 0.01 0.03 0.03 0 0 0 0.01 0 0
"строй" 0 0 0 0 0.02 0 0 0 0 0.03 0 0.02 0 0 0 0 0 0.01
"стружка" 0.01 0.01 0.01 0 0.02 0 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0
"стружок" 0.03 0.01 0.03 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0
"ступень" 0 0 0 0 0 0 0.01 0.01 0 0.02 0 0.03 0 0 0 0 0 0.01
"суденышко" 0 0 0 0.01 0 0 0.02 0.02 0.02 0 0 0 0 0 0 0.01 0 0
"сшивать" 0.01 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0.02 0.02 0
"сынок" 0 0 0 0 0.02 0.03 0 0 0 0 0.01 0 0 0 0 0 0 0.02
"сыпать" 0 0 0 0 0 0 0.02 0.01 0.01 0.01 0 0.01 0 0.01 0 0.01 0 0
"таинственный" 0 0 0 0 0 0 0 0 0 0.05 0 0.03 0 0 0 0 0 0
"талант" 0 0 0 0 0 0 0.01 0.03 0.02 0 0 0.01 0 0.01 0 0 0 0
"танцевать" 0 0 0 0.01 0.01 0 0.01 0.04 0 0 0 0 0 0 0 0 0.01 0
"твердить" 0 0 0 0 0 0.01 0.01 0 0.01 0 0 0.02 0.01 0.01 0.01 0 0 0
"творение" 0 0 0 0 0 0 0 0 0 0.03 0.02 0.03 0 0 0 0 0 0
"творить" 0.01 0.02 0.01 0 0.01 0 0 0 0 0 0 0.01 0 0.01 0 0 0.01 0
"теля" 0.02 0.03 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"темна" 0 0.01 0.01 0 0 0 0.02 0.01 0.02 0 0 0 0 0 0 0 0.01 0
"точеный" 0.01 0 0 0 0 0.01 0.01 0 0.03 0 0 0 0 0 0 0.01 0 0.01
"тошнехонько" 0.01 0.01 0.01 0.01 0 0.02 0 0 0 0 0 0 0.01 0 0 0.01 0 0
"трон" 0 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0.04 0 0 0 0 0 0
"убор" 0 0 0 0 0 0 0.02 0.01 0.02 0 0 0.01 0 0 0.01 0 0.01 0
"удар" 0 0 0 0 0.01 0 0 0 0 0.03 0.01 0.03 0 0 0 0 0 0
"указ" 0 0 0 0 0.01 0.01 0.02 0.01 0.02 0 0 0 0 0 0 0 0.01 0
"умоюся" 0.01 0.01 0.02 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0
"участие" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.02 0.02 0.01 0.01 0 0 0
"федор" 0 0 0 0.02 0.01 0.02 0 0 0 0 0 0 0 0 0 0.01 0.02 0
"холодно" 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0.03 0.03 0 0 0 0
"хоронить" 0.01 0.01 0.01 0.01 0 0 0.01 0 0.01 0.01 0 0 0 0 0 0 0 0.01
"хрен" 0.02 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0.01 0
"христос" 0.01 0 0 0 0 0 0.01 0.01 0.01 0.01 0 0.02 0 0 0 0 0 0.01
"цветно" 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.02
"часть" 0 0 0 0 0 0 0.02 0.03 0.01 0 0 0.01 0 0 0 0.01 0 0
"черевичек" 0.01 0 0 0.01 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0.03 0
"черемушка" 0 0 0 0.02 0.01 0.02 0 0 0 0 0 0 0 0 0 0.02 0 0.01
"чеснок" 0 0 0 0.01 0 0.01 0 0.03 0.02 0 0 0 0 0 0 0 0.01 0
"честный" 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0 0.02 0.01
"шапица" 0 0 0 0 0 0 0.02 0.03 0.03 0 0 0 0 0 0 0 0 0
"шукать" 0.02 0.02 0.01 0.01 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0 0
"шумный" 0 0 0 0 0 0 0 0 0 0.03 0.03 0.01 0.01 0 0 0 0 0
"яркий" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0 0.04 0 0 0 0
"ярко" 0 0 0 0 0 0 0 0 0 0.02 0 0.01 0.03 0.01 0.01 0 0 0
"ала" 0 0.01 0.01 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0.02 0.01 0
"армия" 0 0 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0.01 0 0.01 0
"барин" 0 0 0 0.02 0 0 0 0 0 0 0 0 0.01 0 0.01 0 0.01 0.02
"благодатный" 0 0 0 0 0 0 0 0 0 0.01 0.04 0 0.01 0 0.01 0 0 0
"благодать" 0 0 0 0 0 0 0 0 0 0.03 0.02 0.01 0.01 0 0 0 0 0
"благословение" 0 0 0 0 0 0 0.01 0.01 0.01 0.02 0.01 0.01 0 0 0 0 0 0
"блин" 0 0.01 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"блинок" 0 0 0.01 0.01 0 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0
"блюдо" 0 0 0 0.01 0 0 0.01 0 0 0 0.01 0.01 0.01 0.01 0.01 0 0 0
"божество" 0 0 0 0 0 0 0 0 0 0.01 0.03 0.03 0 0 0 0 0 0
"болезнь" 0 0.01 0 0 0 0 0 0 0 0.02 0.01 0.02 0 0.01 0 0 0 0
"борзая" 0 0 0.01 0 0 0 0.01 0.01 0.02 0 0 0.01 0 0 0 0.01 0 0
"босу" 0 0 0 0.01 0 0 0.02 0.02 0.01 0 0 0 0 0 0 0.01 0 0
"бух" 0 0 0 0 0 0 0.02 0.02 0.03 0 0 0 0 0 0 0 0 0
"вдохновение" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.01 0 0.01 0.01 0 0 0
"ветвь" 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0.01 0 0.01 0.01 0 0 0
"ветерочек" 0 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0.02 0.01 0 0 0
"вешать" 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0.01
"вещий" 0 0 0 0 0 0 0 0 0.01 0 0 0 0.03 0 0.02 0 0 0.01
"взвидеть" 0.01 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0.01 0.01 0 0.01 0
"вздевать" 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0.01 0.01 0 0.01 0 0
"витязь" 0 0 0 0 0 0 0 0 0 0.03 0.02 0.02 0 0 0 0 0 0
"влечь" 0 0 0 0 0 0 0 0 0 0.01 0.04 0.02 0 0 0 0 0 0
"воевать" 0 0 0 0.02 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0
"воевода" 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0.01 0 0.01 0.01 0 0 0
"возмущать" 0.01 0.01 0 0 0 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0.01 0 0
"вопрос" 0 0 0 0 0 0 0 0 0 0 0.03 0.04 0 0 0 0 0 0
"воротить" 0.02 0.02 0 0 0 0.01 0 0 0 0 0 0 0.02 0 0 0 0 0
"восточный" 0 0 0 0.01 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.02
"выливать" 0 0.01 0.01 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0.01 0 0
"высматривать" 0.01 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0 0.02
"вьюга" 0 0 0 0 0 0 0 0 0 0.03 0 0 0.01 0.02 0.01 0 0 0
"гадать" 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0.02 0 0.02 0 0 0 0
"городок" 0 0 0 0 0.02 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0.01 0.01
"гостиный" 0 0 0 0 0.02 0 0 0.03 0.01 0 0 0 0 0 0 0 0.01 0
"грех" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.02 0 0.01 0 0 0 0
"грива" 0 0 0 0.01 0.01 0.01 0 0 0 0.02 0.01 0 0 0 0 0.01 0 0
"громов" 0.01 0.01 0.01 0 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0.01
"грош" 0 0 0 0 0 0.01 0.01 0 0.01 0.01 0.01 0.01 0 0 0 0 0.01 0
"даром" 0 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.03 0.01
"девический" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0.03 0.01 0.01 0 0 0
"делить" 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0 0.02 0.01 0 0 0
"деревцо" 0 0 0.02 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0.01 0 0 0
"державный" 0 0 0 0 0 0 0 0 0 0.03 0.02 0.02 0 0 0 0 0 0
"длиться" 0 0 0 0 0 0 0 0 0 0.02 0.01 0 0.01 0.02 0.01 0 0 0
"довольный" 0 0 0 0.02 0.01 0 0.01 0 0.01 0.01 0 0.01 0 0 0 0 0 0
"должно" 0 0 0 0 0 0 0 0 0 0 0.02 0.04 0.01 0 0 0 0 0
"дорожечка" 0.01 0.02 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0 0.01 0 0.01
"дубровушка" 0.01 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0 0.01 0.01
"духовный" 0 0 0 0.01 0 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0 0.02
"дыхание" 0 0 0 0 0 0 0 0 0 0.01 0.02 0.01 0.01 0.01 0.01 0 0 0
"езда" 0.01 0.02 0.01 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0 0
"елена" 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.02 0 0.01
"заблудилася" 0.02 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.02 0
"завод" 0 0 0 0.02 0.02 0 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01
"загораться" 0 0 0 0.01 0.01 0 0.01 0 0.02 0.01 0 0 0 0 0 0 0 0.01
"загул" 0 0 0 0 0 0 0 0.02 0.03 0 0 0 0 0 0.01 0.01 0 0
"задумчивый" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.01 0 0.01 0.01 0 0 0
"задушевный" 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.02 0 0 0
"зазноба" 0 0 0 0.01 0 0.01 0.01 0.01 0 0 0 0 0 0.02 0 0 0 0.01
"зазнобить" 0 0 0 0 0.02 0 0.01 0.01 0.01 0.01 0 0 0.01 0 0 0 0 0
"заливать" 0.01 0.01 0 0.01 0.02 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0
"замечать" 0 0.01 0 0.01 0 0 0 0 0 0.02 0 0.02 0.01 0 0 0 0 0
"замолкать" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0.02 0.01 0 0 0 0
"заплетаться" 0 0 0 0.01 0 0 0.01 0.02 0.01 0 0 0 0 0 0 0.02 0 0
"зарывать" 0 0 0 0 0 0 0 0.02 0.01 0.04 0 0 0 0 0 0 0 0
"зашуметь" 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0.01 0.02
"зелененька" 0 0 0.01 0 0 0 0 0.01 0.03 0 0 0 0 0 0 0.01 0 0.01
"зеленеть" 0 0 0 0.01 0 0.01 0 0 0 0.02 0 0.01 0.01 0 0.01 0 0 0
"земляничка" 0.02 0.01 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0
"зеркало" 0 0 0 0 0 0 0 0.01 0 0.03 0.01 0.01 0 0 0 0 0.01 0
"зоренька" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.03 0.01 0 0.01
"игрище" 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0 0.02 0.01
"иссыхать" 0 0 0 0 0 0 0.01 0.02 0.01 0.01 0 0 0 0.01 0.01 0 0 0
"капитан" 0.01 0.01 0 0 0.02 0 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0
"катать" 0 0 0.01 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0.02 0.02 0
"катерина" 0 0 0 0.02 0.01 0.01 0 0 0 0 0.01 0 0 0 0 0 0.01 0.01
"катить" 0 0 0 0.01 0.01 0.01 0 0.01 0.01 0 0 0.01 0 0 0 0.01 0 0
"качаться" 0 0 0 0.03 0 0.01 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0
"кинуть" 0 0 0 0.02 0.01 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0.01
"комар" 0 0 0 0.01 0.02 0.02 0 0 0 0 0 0.01 0 0 0 0.01 0 0
"кончать" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.04 0 0 0 0 0 0
"корить" 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0
"корысть" 0.01 0 0 0.01 0 0.01 0 0.01 0.01 0 0.01 0 0 0 0 0 0.01 0
"крапива" 0 0.01 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0 0.01 0 0 0 0 0
"крестьянский" 0 0 0 0 0.02 0 0.01 0.01 0 0 0 0 0.02 0 0 0 0.01 0
"купаться" 0.01 0.01 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0
"курочка" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.03
"кучер" 0.01 0.02 0.01 0 0.01 0 0 0 0 0.02 0 0 0 0 0 0 0 0
"ларец" 0 0 0 0 0.01 0 0.01 0.01 0.02 0 0 0 0 0 0 0.01 0.01 0
"лев" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.03 0 0 0 0 0 0
"лоб" 0.01 0.01 0 0 0 0 0 0.01 0 0.01 0 0.02 0 0 0.01 0 0 0
"лукавый" 0 0 0 0.02 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01
"любезненький" 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01
"любимая" 0 0.03 0.02 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0
"любо" 0 0 0 0 0 0 0.01 0 0.01 0.01 0.01 0 0.01 0 0.02 0 0 0
"людмила" 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0.02 0.01 0 0 0
"маков" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0.04 0.02 0 0 0
"мгновение" 0 0 0 0 0 0 0 0 0 0.02 0.04 0 0 0 0.01 0 0 0
"мелькать" 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0.01 0 0.02 0 0 0
"мешок" 0 0 0 0 0 0 0 0.01 0.01 0 0.02 0 0.01 0.01 0.01 0 0 0
"минуть" 0 0 0 0 0 0 0.02 0.01 0.01 0 0 0.03 0 0 0 0 0 0
"молитва" 0 0 0 0 0 0 0 0 0 0.03 0.02 0.01 0.01 0 0 0 0 0
"молодешенек" 0 0.02 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0.02 0 0.01
"морской" 0 0 0 0 0 0.01 0 0.01 0.01 0.02 0 0 0 0 0 0 0.01 0.01
"мохноногий" 0 0.02 0.02 0 0 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0
"муравушка" 0.01 0 0 0.02 0 0.01 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"мыкать" 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0.01 0.03 0 0 0 0
"мыть" 0 0 0 0 0.04 0.02 0 0 0 0 0 0 0.01 0 0 0 0 0
"мятежный" 0 0 0 0 0 0 0 0 0 0.01 0 0.04 0.01 0 0.01 0 0 0
"надоедать" 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0.01 0.01 0.02
"надрываться" 0.01 0.01 0.01 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01
"наезжать" 0.01 0 0.02 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0 0.01
"накрывать" 0 0.01 0 0 0.01 0.02 0 0 0 0.01 0 0 0.02 0 0 0 0 0
"накуривать" 0.01 0.03 0.01 0 0 0 0.01 0 0.01 0 0 0 0 0 0 0 0 0
"наль" 0 0 0 0 0 0 0 0 0 0.02 0.02 0.03 0 0 0 0 0 0
"напиваться" 0.01 0 0.01 0.01 0 0 0 0 0 0.01 0 0 0 0.01 0 0.01 0 0.01
"наплакаться" 0.01 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0.01 0.01 0.01 0 0
"наполнять" 0.01 0 0 0.01 0 0.01 0 0 0 0.01 0.01 0.02 0 0 0 0 0 0
"нарывать" 0 0 0 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0 0.01 0.02 0
"наслаждаться" 0 0 0 0 0 0 0 0 0 0.01 0.01 0.01 0.01 0.01 0.02 0 0 0
"наука" 0 0 0 0.01 0 0 0 0 0 0.02 0.03 0.01 0 0 0 0 0 0
"начало" 0 0 0 0 0 0 0.01 0.01 0.01 0.03 0 0 0 0 0 0.01 0 0
"нащипывать" 0.01 0.02 0.01 0 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0
"небылица" 0 0 0 0.01 0 0 0.01 0 0.01 0 0 0 0.02 0 0.02 0 0 0
"неделька" 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0.02 0.01 0.01
"недуг" 0 0 0 0 0 0 0 0 0 0.02 0 0.02 0 0.02 0.01 0 0 0
"нежность" 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0.01 0.01 0.01 0 0 0 0 0
"незабудочка" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0.03 0.01 0 0 0
